date,recession_prob,reprise_prob,boom_prob,ralentissement_prob,cycle_phase,markov_prob,kalman_prob,blended_prob
1947-09-30,4.759657622994923e-08,1.8618262119724028e-297,0.9999999524034238,2.976975640755978e-41,boom_prob,4.759657622994923e-08,0.5079206225390457,0.20316830174884665
1947-10-31,4.759657622994923e-08,1.8618262119724028e-297,0.9999999524034238,2.976975640755978e-41,boom_prob,4.759657622994923e-08,0.5208035545551463,0.20832147516847033
1947-11-30,4.759657622994923e-08,1.8618262119724028e-297,0.9999999524034238,2.976975640755978e-41,boom_prob,4.759657622994923e-08,0.5020524807810138,0.20082104476633045
1947-12-31,2.9134775256674934e-07,2.688452496214874e-07,0.0903325831752387,0.9096668566317592,ralentissement_prob,0.4548337196636322,0.4939333240467821,0.6951310924589122
1948-01-31,2.9134775256674934e-07,2.688452496214874e-07,0.0903325831752387,0.9096668566317592,ralentissement_prob,0.4548337196636322,0.4884935262595381,0.6904809698822245
1948-02-29,2.9134775256674934e-07,2.688452496214874e-07,0.0903325831752387,0.9096668566317592,ralentissement_prob,0.4548337196636322,0.4360615681116077,0.6456603640693812
1948-03-31,0.0063143795894772,0.001261389119205,0.0075762395108753,0.9848479917804424,ralentissement_prob,0.4987383754796985,0.3629169703606109,0.6254104336637284
1948-04-30,0.0063143795894772,0.001261389119205,0.0075762395108753,0.9848479917804424,ralentissement_prob,0.4987383754796985,0.2939166484049713,0.5633971964017407
1948-05-31,0.0063143795894772,0.001261389119205,0.0075762395108753,0.9848479917804424,ralentissement_prob,0.4987383754796985,0.3470942766843931,0.6111899716534516
1948-06-30,0.0418863116059256,0.0046767268496745,0.0005789952575943,0.9528579662868054,ralentissement_prob,0.5183152947493284,0.4029807277268887,0.6810525426104137
